protein	mode	mzo	mz	i	fr	fe
ORP9	pos	762.53850000	762.5278	0.0	X0	F9972
ORP9	pos	788.55390000	788.55	0.0	E4	F10585
ORP9	pos	788.55390000	788.55	0.0	E5	F10585
ORP9	pos	788.55390000	788.55	0.0	E6	F10585
ORP9	pos	788.55390000	788.55	0.0	E7	F10585
ORP9	pos	788.55390000	788.55	0.0	E8	F10585
ORP9	pos	788.55390000	788.55	0.0	E9	F10585
ORP9	pos	788.55390000	788.55	10500.0	E10	F10585
ORP9	pos	788.55390000	788.55	13800.0	F1	F10585
ORP9	pos	788.55390000	788.55	0.0	F2	F10585
ORP9	pos	788.55390000	788.55	0.0	X0	F10585
GLTP	neg	870.65910000	870.6691	0.0	G4	F15036
GLTP	neg	870.65910000	870.6691	0.0	G5	F15036
GLTP	neg	870.65910000	870.6691	0.0	G6	F15036
GLTP	neg	870.65910000	870.6691	0.0	G7	F15036
GLTP	neg	870.65910000	870.6691	0.0	G8	F15036
GLTP	neg	870.65910000	870.6691	0.0	G9	F15036
GLTP	neg	870.65910000	870.6691	1100.0	G10	F15036
GLTP	neg	870.65910000	870.6691	0.0	G11	F15036
GLTP	neg	870.65910000	870.6691	0.0	G12	F15036
GLTP	neg	870.65910000	870.6691	0.0	X0	F15036
GLTP	neg	870.65910000	870.6526	0.0	G4	F15035
GLTP	neg	870.65910000	870.6526	0.0	G5	F15035
GLTP	neg	870.65910000	870.6526	0.0	G6	F15035
GLTP	neg	870.65910000	870.6526	0.0	G7	F15035
GLTP	neg	870.65910000	870.6526	1150.0	G8	F15035
GLTP	neg	870.65910000	870.6526	2070.0	G9	F15035
GLTP	neg	870.65910000	870.6526	1300.0	G10	F15035
GLTP	neg	870.65910000	870.6526	0.0	G11	F15035
GLTP	neg	870.65910000	870.6526	0.0	G12	F15035
GLTP	neg	870.65910000	870.6526	0.0	X0	F15035
GLTP	neg	872.67480000	872.6847	0.0	G4	F15060
GLTP	neg	872.67480000	872.6847	0.0	G5	F15060
GLTP	neg	872.67480000	872.6847	0.0	G6	F15060
GLTP	neg	872.67480000	872.6847	16800.0	G7	F15060
GLTP	neg	872.67480000	872.6847	79600.0	G8	F15060
GLTP	neg	872.67480000	872.6847	160000.0	G9	F15060
GLTP	neg	872.67480000	872.6847	0.0	G10	F15060
GLTP	neg	872.67480000	872.6847	25000.0	G11	F15060
GLTP	neg	872.67480000	872.6847	2510.0	G12	F15060
GLTP	neg	872.67480000	872.6847	0.0	X0	F15060
GLTP	neg	842.62810000	842.6364	0.0	G4	F14673
GLTP	neg	842.62810000	842.6364	0.0	G5	F14673
GLTP	neg	842.62810000	842.6364	0.0	G6	F14673
GLTP	neg	842.62810000	842.6364	0.0	G7	F14673
GLTP	neg	842.62810000	842.6364	0.0	G8	F14673
GLTP	neg	842.62810000	842.6364	0.0	G9	F14673
GLTP	neg	842.62810000	842.6364	0.0	G10	F14673
GLTP	neg	842.62810000	842.6364	3160.0	G11	F14673
GLTP	neg	842.62810000	842.6364	0.0	G12	F14673
GLTP	neg	842.62810000	842.6364	0.0	X0	F14673
GLTP	neg	842.62810000	842.6205	0.0	G4	F14672
GLTP	neg	842.62810000	842.6205	0.0	G5	F14672
GLTP	neg	842.62810000	842.6205	0.0	G6	F14672
GLTP	neg	842.62810000	842.6205	10300.0	G7	F14672
GLTP	neg	842.62810000	842.6205	55700.0	G8	F14672
GLTP	neg	842.62810000	842.6205	134000.0	G9	F14672
GLTP	neg	842.62810000	842.6205	52300.0	G10	F14672
GLTP	neg	842.62810000	842.6205	12400.0	G11	F14672
GLTP	neg	842.62810000	842.6205	0.0	G12	F14672
GLTP	neg	842.62810000	842.6205	0.0	X0	F14672
GLTP	neg	842.62810000	842.6196	0.0	G4	F14671
GLTP	neg	842.62810000	842.6196	0.0	G5	F14671
GLTP	neg	842.62810000	842.6196	0.0	G6	F14671
GLTP	neg	842.62810000	842.6196	10300.0	G7	F14671
GLTP	neg	842.62810000	842.6196	55700.0	G8	F14671
GLTP	neg	842.62810000	842.6196	134000.0	G9	F14671
GLTP	neg	842.62810000	842.6196	52300.0	G10	F14671
GLTP	neg	842.62810000	842.6196	12400.0	G11	F14671
GLTP	neg	842.62810000	842.6196	0.0	G12	F14671
GLTP	neg	842.62810000	842.6196	0.0	X0	F14671
GLTP	neg	854.66450000	854.6738	0.0	G4	F14829
GLTP	neg	854.66450000	854.6738	7350.0	G5	F14829
GLTP	neg	854.66450000	854.6738	0.0	G6	F14829
GLTP	neg	854.66450000	854.6738	168000.0	G7	F14829
GLTP	neg	854.66450000	854.6738	0.0	G8	F14829
GLTP	neg	854.66450000	854.6738	679.0	G9	F14829
GLTP	neg	854.66450000	854.6738	0.0	G10	F14829
GLTP	neg	854.66450000	854.6738	0.0	G11	F14829
GLTP	neg	854.66450000	854.6738	0.0	G12	F14829
GLTP	neg	854.66450000	854.6738	0.0	X0	F14829
GLTP	neg	854.66450000	854.657	11100.0	G4	F14828
GLTP	neg	854.66450000	854.657	0.0	G5	F14828
GLTP	neg	854.66450000	854.657	17200.0	G6	F14828
GLTP	neg	854.66450000	854.657	0.0	G7	F14828
GLTP	neg	854.66450000	854.657	622000.0	G8	F14828
GLTP	neg	854.66450000	854.657	1420000.0	G9	F14828
GLTP	neg	854.66450000	854.657	556000.0	G10	F14828
GLTP	neg	854.66450000	854.657	183000.0	G11	F14828
GLTP	neg	854.66450000	854.657	21100.0	G12	F14828
GLTP	neg	854.66450000	854.657	0.0	X0	F14828
GLTP	neg	854.66450000	854.6565	11100.0	G4	F14827
GLTP	neg	854.66450000	854.6565	0.0	G5	F14827
GLTP	neg	854.66450000	854.6565	17200.0	G6	F14827
GLTP	neg	854.66450000	854.6565	0.0	G7	F14827
GLTP	neg	854.66450000	854.6565	622000.0	G8	F14827
GLTP	neg	854.66450000	854.6565	1420000.0	G9	F14827
GLTP	neg	854.66450000	854.6565	556000.0	G10	F14827
GLTP	neg	854.66450000	854.6565	183000.0	G11	F14827
GLTP	neg	854.66450000	854.6565	21100.0	G12	F14827
GLTP	neg	854.66450000	854.6565	0.0	X0	F14827
GLTP	neg	744.55530000	744.5565	172000.0	G4	F13014
GLTP	neg	744.55530000	744.5565	44900.0	G5	F13014
GLTP	neg	744.55530000	744.5565	15100.0	G6	F13014
GLTP	neg	744.55530000	744.5565	11900.0	G7	F13014
GLTP	neg	744.55530000	744.5565	32000.0	G8	F13014
GLTP	neg	744.55530000	744.5565	33300.0	G9	F13014
GLTP	neg	744.55530000	744.5565	36300.0	G10	F13014
GLTP	neg	744.55530000	744.5565	48400.0	G11	F13014
GLTP	neg	744.55530000	744.5565	14800.0	G12	F13014
GLTP	neg	744.55530000	744.5565	14800.0	X0	F13014
GLTP	neg	744.55530000	744.5589	4240.0	G4	F13015
GLTP	neg	744.55530000	744.5589	0.0	G5	F13015
GLTP	neg	744.55530000	744.5589	0.0	G6	F13015
GLTP	neg	744.55530000	744.5589	0.0	G7	F13015
GLTP	neg	744.55530000	744.5589	0.0	G8	F13015
GLTP	neg	744.55530000	744.5589	0.0	G9	F13015
GLTP	neg	744.55530000	744.5589	0.0	G10	F13015
GLTP	neg	744.55530000	744.5589	3590.0	G11	F13015
GLTP	neg	744.55530000	744.5589	0.0	G12	F13015
GLTP	neg	744.55530000	744.5589	0.0	X0	F13015
GLTP	pos	826.67330000	826.6752	0.0	G4	F12855
GLTP	pos	826.67330000	826.6752	0.0	G5	F12855
GLTP	pos	826.67330000	826.6752	0.0	G6	F12855
GLTP	pos	826.67330000	826.6752	0.0	G7	F12855
GLTP	pos	826.67330000	826.6752	0.0	G8	F12855
GLTP	pos	826.67330000	826.6752	49200.0	G9	F12855
GLTP	pos	826.67330000	826.6752	0.0	G10	F12855
GLTP	pos	826.67330000	826.6752	0.0	G11	F12855
GLTP	pos	826.67330000	826.6752	0.0	G12	F12855
GLTP	pos	826.67330000	826.6752	0.0	X0	F12855
GLTP	pos	826.67330000	826.6764	4180.0	G4	F12856
GLTP	pos	826.67330000	826.6764	0.0	G5	F12856
GLTP	pos	826.67330000	826.6764	11900.0	G6	F12856
GLTP	pos	826.67330000	826.6764	10800.0	G7	F12856
GLTP	pos	826.67330000	826.6764	0.0	G8	F12856
GLTP	pos	826.67330000	826.6764	0.0	G9	F12856
GLTP	pos	826.67330000	826.6764	3790.0	G10	F12856
GLTP	pos	826.67330000	826.6764	0.0	G11	F12856
GLTP	pos	826.67330000	826.6764	0.0	G12	F12856
GLTP	pos	826.67330000	826.6764	0.0	X0	F12856
GLTP	pos	826.67330000	826.6767	16900.0	G4	F12857
GLTP	pos	826.67330000	826.6767	14700.0	G5	F12857
GLTP	pos	826.67330000	826.6767	31900.0	G6	F12857
GLTP	pos	826.67330000	826.6767	273000.0	G7	F12857
GLTP	pos	826.67330000	826.6767	1280000.0	G8	F12857
GLTP	pos	826.67330000	826.6767	1750000.0	G9	F12857
GLTP	pos	826.67330000	826.6767	953000.0	G10	F12857
GLTP	pos	826.67330000	826.6767	227000.0	G11	F12857
GLTP	pos	826.67330000	826.6767	38400.0	G12	F12857
GLTP	pos	826.67330000	826.6767	0.0	X0	F12857
GLTP	pos	826.67330000	826.6768	52300.0	G4	F12858
GLTP	pos	826.67330000	826.6768	46100.0	G5	F12858
GLTP	pos	826.67330000	826.6768	51900.0	G6	F12858
GLTP	pos	826.67330000	826.6768	42600.0	G7	F12858
GLTP	pos	826.67330000	826.6768	112000.0	G8	F12858
GLTP	pos	826.67330000	826.6768	88400.0	G9	F12858
GLTP	pos	826.67330000	826.6768	105000.0	G10	F12858
GLTP	pos	826.67330000	826.6768	87600.0	G11	F12858
GLTP	pos	826.67330000	826.6768	43800.0	G12	F12858
GLTP	pos	826.67330000	826.6768	47700.0	X0	F12858
GLTP	pos	826.67330000	826.6709	0.0	G4	F12854
GLTP	pos	826.67330000	826.6709	0.0	G5	F12854
GLTP	pos	826.67330000	826.6709	6730.0	G6	F12854
GLTP	pos	826.67330000	826.6709	0.0	G7	F12854
GLTP	pos	826.67330000	826.6709	0.0	G8	F12854
GLTP	pos	826.67330000	826.6709	0.0	G9	F12854
GLTP	pos	826.67330000	826.6709	0.0	G10	F12854
GLTP	pos	826.67330000	826.6709	0.0	G11	F12854
GLTP	pos	826.67330000	826.6709	0.0	G12	F12854
GLTP	pos	826.67330000	826.6709	0.0	X0	F12854
GLTP	pos	828.68960000	828.6901	0.0	G4	F12887
GLTP	pos	828.68960000	828.6901	0.0	G5	F12887
GLTP	pos	828.68960000	828.6901	0.0	G6	F12887
GLTP	pos	828.68960000	828.6901	0.0	G7	F12887
GLTP	pos	828.68960000	828.6901	0.0	G8	F12887
GLTP	pos	828.68960000	828.6901	0.0	G9	F12887
GLTP	pos	828.68960000	828.6901	0.0	G10	F12887
GLTP	pos	828.68960000	828.6901	0.0	G11	F12887
GLTP	pos	828.68960000	828.6901	0.0	G12	F12887
GLTP	pos	828.68960000	828.6901	7080.0	X0	F12887
GLTP	pos	828.68960000	828.6922	268000.0	G4	F12888
GLTP	pos	828.68960000	828.6922	232000.0	G5	F12888
GLTP	pos	828.68960000	828.6922	276000.0	G6	F12888
GLTP	pos	828.68960000	828.6922	328000.0	G7	F12888
GLTP	pos	828.68960000	828.6922	288000.0	G8	F12888
GLTP	pos	828.68960000	828.6922	457000.0	G9	F12888
GLTP	pos	828.68960000	828.6922	352000.0	G10	F12888
GLTP	pos	828.68960000	828.6922	351000.0	G11	F12888
GLTP	pos	828.68960000	828.6922	242000.0	G12	F12888
GLTP	pos	828.68960000	828.6922	277000.0	X0	F12888
GLTP	pos	828.68960000	828.6922	105000.0	G4	F12889
GLTP	pos	828.68960000	828.6922	68300.0	G5	F12889
GLTP	pos	828.68960000	828.6922	94500.0	G6	F12889
GLTP	pos	828.68960000	828.6922	83500.0	G7	F12889
GLTP	pos	828.68960000	828.6922	76300.0	G8	F12889
GLTP	pos	828.68960000	828.6922	76500.0	G9	F12889
GLTP	pos	828.68960000	828.6922	83700.0	G10	F12889
GLTP	pos	828.68960000	828.6922	92000.0	G11	F12889
GLTP	pos	828.68960000	828.6922	70500.0	G12	F12889
GLTP	pos	828.68960000	828.6922	91600.0	X0	F12889
GLTP	pos	828.68960000	828.6924	0.0	G4	F12890
GLTP	pos	828.68960000	828.6924	0.0	G5	F12890
GLTP	pos	828.68960000	828.6924	0.0	G6	F12890
GLTP	pos	828.68960000	828.6924	0.0	G7	F12890
GLTP	pos	828.68960000	828.6924	115000.0	G8	F12890
GLTP	pos	828.68960000	828.6924	99700.0	G9	F12890
GLTP	pos	828.68960000	828.6924	70900.0	G10	F12890
GLTP	pos	828.68960000	828.6924	0.0	G11	F12890
GLTP	pos	828.68960000	828.6924	0.0	G12	F12890
GLTP	pos	828.68960000	828.6924	0.0	X0	F12890
GLTP	pos	828.68960000	828.6926	0.0	G4	F12891
GLTP	pos	828.68960000	828.6926	5580.0	G5	F12891
GLTP	pos	828.68960000	828.6926	0.0	G6	F12891
GLTP	pos	828.68960000	828.6926	0.0	G7	F12891
GLTP	pos	828.68960000	828.6926	0.0	G8	F12891
GLTP	pos	828.68960000	828.6926	0.0	G9	F12891
GLTP	pos	828.68960000	828.6926	0.0	G10	F12891
GLTP	pos	828.68960000	828.6926	0.0	G11	F12891
GLTP	pos	828.68960000	828.6926	0.0	G12	F12891
GLTP	pos	828.68960000	828.6926	0.0	X0	F12891
GLTP	pos	828.68960000	828.6929	6350.0	G4	F12892
GLTP	pos	828.68960000	828.6929	6260.0	G5	F12892
GLTP	pos	828.68960000	828.6929	0.0	G6	F12892
GLTP	pos	828.68960000	828.6929	38000.0	G7	F12892
GLTP	pos	828.68960000	828.6929	187000.0	G8	F12892
GLTP	pos	828.68960000	828.6929	239000.0	G9	F12892
GLTP	pos	828.68960000	828.6929	144000.0	G10	F12892
GLTP	pos	828.68960000	828.6929	45500.0	G11	F12892
GLTP	pos	828.68960000	828.6929	0.0	G12	F12892
GLTP	pos	828.68960000	828.6929	0.0	X0	F12892
GLTP	pos	828.68960000	828.6931	10400.0	G4	F12893
GLTP	pos	828.68960000	828.6931	30700.0	G5	F12893
GLTP	pos	828.68960000	828.6931	0.0	G6	F12893
GLTP	pos	828.68960000	828.6931	0.0	G7	F12893
GLTP	pos	828.68960000	828.6931	0.0	G8	F12893
GLTP	pos	828.68960000	828.6931	0.0	G9	F12893
GLTP	pos	828.68960000	828.6931	12800.0	G10	F12893
GLTP	pos	828.68960000	828.6931	0.0	G11	F12893
GLTP	pos	828.68960000	828.6931	0.0	G12	F12893
GLTP	pos	828.68960000	828.6931	0.0	X0	F12893
GLTP	pos	810.67840000	810.6804	0.0	G4	F12531
GLTP	pos	810.67840000	810.6804	0.0	G5	F12531
GLTP	pos	810.67840000	810.6804	0.0	G6	F12531
GLTP	pos	810.67840000	810.6804	0.0	G7	F12531
GLTP	pos	810.67840000	810.6804	65000.0	G8	F12531
GLTP	pos	810.67840000	810.6804	49000.0	G9	F12531
GLTP	pos	810.67840000	810.6804	12800.0	G10	F12531
GLTP	pos	810.67840000	810.6804	8020.0	G11	F12531
GLTP	pos	810.67840000	810.6804	15300.0	G12	F12531
GLTP	pos	810.67840000	810.6804	0.0	X0	F12531
GLTP	pos	810.67840000	810.681	6990.0	G4	F12532
GLTP	pos	810.67840000	810.681	39600.0	G5	F12532
GLTP	pos	810.67840000	810.681	0.0	G6	F12532
GLTP	pos	810.67840000	810.681	0.0	G7	F12532
GLTP	pos	810.67840000	810.681	0.0	G8	F12532
GLTP	pos	810.67840000	810.681	0.0	G9	F12532
GLTP	pos	810.67840000	810.681	16500.0	G10	F12532
GLTP	pos	810.67840000	810.681	0.0	G11	F12532
GLTP	pos	810.67840000	810.681	0.0	G12	F12532
GLTP	pos	810.67840000	810.681	0.0	X0	F12532
GLTP	pos	810.67840000	810.6814	13200.0	G4	F12533
GLTP	pos	810.67840000	810.6814	4530.0	G5	F12533
GLTP	pos	810.67840000	810.6814	0.0	G6	F12533
GLTP	pos	810.67840000	810.6814	20700.0	G7	F12533
GLTP	pos	810.67840000	810.6814	106000.0	G8	F12533
GLTP	pos	810.67840000	810.6814	121000.0	G9	F12533
GLTP	pos	810.67840000	810.6814	66900.0	G10	F12533
GLTP	pos	810.67840000	810.6814	13100.0	G11	F12533
GLTP	pos	810.67840000	810.6814	0.0	G12	F12533
GLTP	pos	810.67840000	810.6814	0.0	X0	F12533
GLTP	pos	810.67840000	810.6816	10800.0	G4	F12534
GLTP	pos	810.67840000	810.6816	0.0	G5	F12534
GLTP	pos	810.67840000	810.6816	0.0	G6	F12534
GLTP	pos	810.67840000	810.6816	0.0	G7	F12534
GLTP	pos	810.67840000	810.6816	0.0	G8	F12534
GLTP	pos	810.67840000	810.6816	0.0	G9	F12534
GLTP	pos	810.67840000	810.6816	0.0	G10	F12534
GLTP	pos	810.67840000	810.6816	20300.0	G11	F12534
GLTP	pos	810.67840000	810.6816	0.0	G12	F12534
GLTP	pos	810.67840000	810.6816	0.0	X0	F12534
GLTP	pos	810.67840000	810.6816	21200.0	G4	F12535
GLTP	pos	810.67840000	810.6816	21300.0	G5	F12535
GLTP	pos	810.67840000	810.6816	53100.0	G6	F12535
GLTP	pos	810.67840000	810.6816	446000.0	G7	F12535
GLTP	pos	810.67840000	810.6816	1900000.0	G8	F12535
GLTP	pos	810.67840000	810.6816	2600000.0	G9	F12535
GLTP	pos	810.67840000	810.6816	1400000.0	G10	F12535
GLTP	pos	810.67840000	810.6816	374000.0	G11	F12535
GLTP	pos	810.67840000	810.6816	69000.0	G12	F12535
GLTP	pos	810.67840000	810.6816	0.0	X0	F12535
GLTP	pos	810.67840000	810.6819	0.0	G4	F12536
GLTP	pos	810.67840000	810.6819	0.0	G5	F12536
GLTP	pos	810.67840000	810.6819	0.0	G6	F12536
GLTP	pos	810.67840000	810.6819	0.0	G7	F12536
GLTP	pos	810.67840000	810.6819	22300.0	G8	F12536
GLTP	pos	810.67840000	810.6819	28900.0	G9	F12536
GLTP	pos	810.67840000	810.6819	20800.0	G10	F12536
GLTP	pos	810.67840000	810.6819	0.0	G11	F12536
GLTP	pos	810.67840000	810.6819	0.0	G12	F12536
GLTP	pos	810.67840000	810.6819	0.0	X0	F12536
GLTP	pos	798.63980000	798.6436	0.0	G4	F12293
GLTP	pos	798.63980000	798.6436	0.0	G5	F12293
GLTP	pos	798.63980000	798.6436	0.0	G6	F12293
GLTP	pos	798.63980000	798.6436	0.0	G7	F12293
GLTP	pos	798.63980000	798.6436	0.0	G8	F12293
GLTP	pos	798.63980000	798.6436	0.0	G9	F12293
GLTP	pos	798.63980000	798.6436	0.0	G10	F12293
GLTP	pos	798.63980000	798.6436	23800.0	G11	F12293
GLTP	pos	798.63980000	798.6436	0.0	G12	F12293
GLTP	pos	798.63980000	798.6436	0.0	X0	F12293
GLTP	pos	798.63980000	798.6437	0.0	G4	F12294
GLTP	pos	798.63980000	798.6437	0.0	G5	F12294
GLTP	pos	798.63980000	798.6437	0.0	G6	F12294
GLTP	pos	798.63980000	798.6437	0.0	G7	F12294
GLTP	pos	798.63980000	798.6437	6950.0	G8	F12294
GLTP	pos	798.63980000	798.6437	4350.0	G9	F12294
GLTP	pos	798.63980000	798.6437	19800.0	G10	F12294
GLTP	pos	798.63980000	798.6437	21200.0	G11	F12294
GLTP	pos	798.63980000	798.6437	10200.0	G12	F12294
GLTP	pos	798.63980000	798.6437	0.0	X0	F12294
GLTP	pos	798.63980000	798.6448	0.0	G4	F12295
GLTP	pos	798.63980000	798.6448	0.0	G5	F12295
GLTP	pos	798.63980000	798.6448	2930.0	G6	F12295
GLTP	pos	798.63980000	798.6448	29900.0	G7	F12295
GLTP	pos	798.63980000	798.6448	152000.0	G8	F12295
GLTP	pos	798.63980000	798.6448	194000.0	G9	F12295
GLTP	pos	798.63980000	798.6448	117000.0	G10	F12295
GLTP	pos	798.63980000	798.6448	25300.0	G11	F12295
GLTP	pos	798.63980000	798.6448	0.0	G12	F12295
GLTP	pos	798.63980000	798.6448	0.0	X0	F12295
GLTP	pos	800.65510000	800.6602	13000.0	G4	F12331
GLTP	pos	800.65510000	800.6602	12200.0	G5	F12331
GLTP	pos	800.65510000	800.6602	11200.0	G6	F12331
GLTP	pos	800.65510000	800.6602	12200.0	G7	F12331
GLTP	pos	800.65510000	800.6602	9570.0	G8	F12331
GLTP	pos	800.65510000	800.6602	13700.0	G9	F12331
GLTP	pos	800.65510000	800.6602	nan	G10	F12331
GLTP	pos	800.65510000	800.6602	12600.0	G11	F12331
GLTP	pos	800.65510000	800.6602	9560.0	G12	F12331
GLTP	pos	800.65510000	800.6602	12900.0	X0	F12331
GLTP	pos	800.65510000	800.6605	0.0	G4	F12332
GLTP	pos	800.65510000	800.6605	0.0	G5	F12332
GLTP	pos	800.65510000	800.6605	0.0	G6	F12332
GLTP	pos	800.65510000	800.6605	26400.0	G7	F12332
GLTP	pos	800.65510000	800.6605	125000.0	G8	F12332
GLTP	pos	800.65510000	800.6605	177000.0	G9	F12332
GLTP	pos	800.65510000	800.6605	102000.0	G10	F12332
GLTP	pos	800.65510000	800.6605	28300.0	G11	F12332
GLTP	pos	800.65510000	800.6605	0.0	G12	F12332
GLTP	pos	800.65510000	800.6605	0.0	X0	F12332
GLTP	pos	800.65510000	800.6614	27700.0	G4	F12333
GLTP	pos	800.65510000	800.6614	11900.0	G5	F12333
GLTP	pos	800.65510000	800.6614	0.0	G6	F12333
GLTP	pos	800.65510000	800.6614	0.0	G7	F12333
GLTP	pos	800.65510000	800.6614	15400.0	G8	F12333
GLTP	pos	800.65510000	800.6614	8540.0	G9	F12333
GLTP	pos	800.65510000	800.6614	5140.0	G10	F12333
GLTP	pos	800.65510000	800.6614	16700.0	G11	F12333
GLTP	pos	800.65510000	800.6614	0.0	G12	F12333
GLTP	pos	800.65510000	800.6614	19500.0	X0	F12333
GLTP	pos	800.65510000	800.6619	0.0	G4	F12334
GLTP	pos	800.65510000	800.6619	0.0	G5	F12334
GLTP	pos	800.65510000	800.6619	0.0	G6	F12334
GLTP	pos	800.65510000	800.6619	0.0	G7	F12334
GLTP	pos	800.65510000	800.6619	30500.0	G8	F12334
GLTP	pos	800.65510000	800.6619	38600.0	G9	F12334
GLTP	pos	800.65510000	800.6619	20800.0	G10	F12334
GLTP	pos	800.65510000	800.6619	0.0	G11	F12334
GLTP	pos	800.65510000	800.6619	0.0	G12	F12334
GLTP	pos	800.65510000	800.6619	0.0	X0	F12334
GLTP	pos	800.65510000	800.6468	0.0	G4	F12330
GLTP	pos	800.65510000	800.6468	0.0	G5	F12330
GLTP	pos	800.65510000	800.6468	16400.0	G6	F12330
GLTP	pos	800.65510000	800.6468	8780.0	G7	F12330
GLTP	pos	800.65510000	800.6468	17500.0	G8	F12330
GLTP	pos	800.65510000	800.6468	0.0	G9	F12330
GLTP	pos	800.65510000	800.6468	0.0	G10	F12330
GLTP	pos	800.65510000	800.6468	12100.0	G11	F12330
GLTP	pos	800.65510000	800.6468	0.0	G12	F12330
GLTP	pos	800.65510000	800.6468	0.0	X0	F12330
RBP1	pos	426.35470000	426.357	0.0	C4	F1123
RBP1	pos	426.35470000	426.357	0.0	C5	F1123
RBP1	pos	426.35470000	426.357	0.0	C6	F1123
RBP1	pos	426.35470000	426.357	62400.0	C7	F1123
RBP1	pos	426.35470000	426.357	0.0	C8	F1123
RBP1	pos	426.35470000	426.357	80700.0	C9	F1123
RBP1	pos	426.35470000	426.357	21500.0	C10	F1123
RBP1	pos	426.35470000	426.357	75100.0	C11	F1123
RBP1	pos	426.35470000	426.357	0.0	C12	F1123
RBP1	pos	426.35470000	426.357	0.0	X0	F1123
RBP1	pos	426.35470000	426.357	0.0	C4	F1124
RBP1	pos	426.35470000	426.357	0.0	C5	F1124
RBP1	pos	426.35470000	426.357	27700.0	C6	F1124
RBP1	pos	426.35470000	426.357	0.0	C7	F1124
RBP1	pos	426.35470000	426.357	41200.0	C8	F1124
RBP1	pos	426.35470000	426.357	0.0	C9	F1124
RBP1	pos	426.35470000	426.357	34800.0	C10	F1124
RBP1	pos	426.35470000	426.357	37000.0	C11	F1124
RBP1	pos	426.35470000	426.357	0.0	C12	F1124
RBP1	pos	426.35470000	426.357	0.0	X0	F1124
RBP1	pos	269.22450000	269.2104	0.0	C4	F73
RBP1	pos	269.22450000	269.2104	0.0	C5	F73
RBP1	pos	269.22450000	269.2104	0.0	C6	F73
RBP1	pos	269.22450000	269.2104	0.0	C7	F73
RBP1	pos	269.22450000	269.2104	0.0	C8	F73
RBP1	pos	269.22450000	269.2104	2290000.0	C9	F73
RBP1	pos	269.22450000	269.2104	0.0	C10	F73
RBP1	pos	269.22450000	269.2104	0.0	C11	F73
RBP1	pos	269.22450000	269.2104	0.0	C12	F73
RBP1	pos	269.22450000	269.2104	0.0	X0	F73
RBP1	pos	438.35480000	438.3571	0.0	C4	F1228
RBP1	pos	438.35480000	438.3571	0.0	C5	F1228
RBP1	pos	438.35480000	438.3571	0.0	C6	F1228
RBP1	pos	438.35480000	438.3571	0.0	C7	F1228
RBP1	pos	438.35480000	438.3571	0.0	C8	F1228
RBP1	pos	438.35480000	438.3571	0.0	C9	F1228
RBP1	pos	438.35480000	438.3571	0.0	C10	F1228
RBP1	pos	438.35480000	438.3571	25800.0	C11	F1228
RBP1	pos	438.35480000	438.3571	0.0	C12	F1228
RBP1	pos	438.35480000	438.3571	0.0	X0	F1228
RBP1	pos	492.44190000	492.4408	262000.0	C4	F1973
RBP1	pos	492.44190000	492.4408	337000.0	C5	F1973
RBP1	pos	492.44190000	492.4408	330000.0	C6	F1973
RBP1	pos	492.44190000	492.4408	298000.0	C7	F1973
RBP1	pos	492.44190000	492.4408	307000.0	C8	F1973
RBP1	pos	492.44190000	492.4408	309000.0	C9	F1973
RBP1	pos	492.44190000	492.4408	349000.0	C10	F1973
RBP1	pos	492.44190000	492.4408	378000.0	C11	F1973
RBP1	pos	492.44190000	492.4408	356000.0	C12	F1973
RBP1	pos	492.44190000	492.4408	496000.0	X0	F1973
GLTPD1	neg	616.47080000	616.4716	3110.0	E4	F10334
GLTPD1	neg	616.47080000	616.4716	5240.0	E5	F10334
GLTPD1	neg	616.47080000	616.4716	7090.0	E6	F10334
GLTPD1	neg	616.47080000	616.4716	19700.0	E7	F10334
GLTPD1	neg	616.47080000	616.4716	15500.0	E8	F10334
GLTPD1	neg	616.47080000	616.4716	0.0	E9	F10334
GLTPD1	neg	616.47080000	616.4716	10400.0	E10	F10334
GLTPD1	neg	616.47080000	616.4716	4100.0	E11	F10334
GLTPD1	neg	616.47080000	616.4716	0.0	E12	F10334
GLTPD1	neg	616.47080000	616.4716	0.0	X0	F10334
GLTPD1	neg	747.56550000	747.5677	37600.0	E4	F13589
GLTPD1	neg	747.56550000	747.5677	102000.0	E5	F13589
GLTPD1	neg	747.56550000	747.5677	160000.0	E6	F13589
GLTPD1	neg	747.56550000	747.5677	353000.0	E7	F13589
GLTPD1	neg	747.56550000	747.5677	895000.0	E8	F13589
GLTPD1	neg	747.56550000	747.5677	0.0	E9	F13589
GLTPD1	neg	747.56550000	747.5677	383000.0	E10	F13589
GLTPD1	neg	747.56550000	747.5677	98500.0	E11	F13589
GLTPD1	neg	747.56550000	747.5677	0.0	E12	F13589
GLTPD1	neg	747.56550000	747.5677	0.0	X0	F13589
GLTPD1	neg	726.58010000	726.5658	0.0	E4	F13171
GLTPD1	neg	726.58010000	726.5658	0.0	E5	F13171
GLTPD1	neg	726.58010000	726.5658	0.0	E6	F13171
GLTPD1	neg	726.58010000	726.5658	0.0	E7	F13171
GLTPD1	neg	726.58010000	726.5658	1150.0	E8	F13171
GLTPD1	neg	726.58010000	726.5658	0.0	E9	F13171
GLTPD1	neg	726.58010000	726.5658	853.0	E10	F13171
