protein	ionm	id	mz	mzcorr	intensity	cls	headgroup1	rtmean	rtms2	rtlow	rtup	headgroup	lyso	pref	carb	unsat	fa1p	fa1c	fa1u	fa2p	fa2c	fa2u	fa3p	fa3c	fa3u	fullhgroup	mhgroup	uhgroup	hgcc	cc	hgfa	ccfa	screen
RLBP1	neg	0	293.176322587753	293.1732	630000	III.5	unknown	1.2	1.2012355	0.94	6.21	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
RLBP1	neg	1	1194.7660253174	1194.7533	160000	III.6	unknown	15.09	NaN	13.91	19.79	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
RLBP1	neg	2	516.026996144996	516.0215	11000	III.5	unknown	1.22	1.2355671	1.07	1.6	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SCP2	pos	0	1517.45553563066	1517.446	340000	III.6	unknown	21.05	NaN	19.97	23.17	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SCP2	neg	0	1536.70442081525	1536.6878	30000	III.6	unknown	21.64	NaN	19.77	22.77	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L1	pos	0	546.407964178534	546.4042	3600000	I	NP40	2.72	2.71146	0.8	5.48	P40			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	P40	P40	P40	NA	NA	NA	NA	A
SEC14L1	pos	1	538.525909879436	538.5222	1400000	I	Cer	10.77	10.697704	10.33	11.13	Cer		d	34.0	1.0	d	18.0	1.0		16.0	0.0		NaN	NaN	Cer	Cer	Cer	Cer(34:1)	34:1	Cer(16:0/18:1)	16:0/18:1	A
SEC14L1	pos	2	550.637093312804	550.6333	1200000	III.5	unknown	11.74	11.697307	11.5	12.18	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L1	pos	3	560.500061258322	560.4962	770000	I	adduct	10.8	10.74536	10.36	11.01	Cer		d	34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	adduct	Cer	Cer(34:1)	34:1	NA	NA	A
SEC14L1	pos	4	514.416843793224	514.4133	390000	III.5	unknown	4.91	4.9204695	3.75	5.11	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L1	pos	5	558.435947038737	558.4321	370000	III.5	unknown	4.86	4.9003883	3.7	5.03	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L1	pos	6	510.494116769743	510.4906	250000	I	Cer	9.49	9.4612229	8.63	10.84	Cer		d	32.0	1.0	d	18.0	1.0		14.0	0.0		NaN	NaN	Cer	Cer	Cer	Cer(32:1)	32:1	Cer(14:0/18:1)	14:0/18:1	A
SEC14L1	pos	7	470.38684047262	470.3836	200000	III.5	unknown	4.99	4.9242965	3.79	5.19	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L1	pos	8	520.514685800968	520.5111	200000	III.5	unknown	10.77	10.835961	10.42	10.97	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L1	pos	9	332.315689307013	332.3134	190000	III.2	unknown	2.49	2.2706485	1.01	3.54	Monoalkylglycerol		O	16.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	MAG-O	NA	MAG-O	MAG-O(16:1)	16:1	NA	NA	A
SEC14L1	pos	10	583.577120235086	583.5731	170000	III.2	unknown	10.81	10.794366	10.42	10.97	Cer		d	36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(36:1)	36:1	NA	NA	A
SEC14L1	pos	11	536.51099599879	536.5073	160000	I	Cer	9.66	9.7569874	9.19	10.05	Cer		d	34.0	2.0	d	18.0	2.0		16.0	0.0		NaN	NaN	Cer	Cer	Cer	Cer(34:2)	34:2	Cer(16:0/18:2)	16:0/18:2	A
SEC14L1	pos	12	558.485447379742	558.4816	160000	I	adduct	9.66	9.6882817	9.23	10.34	Cer		d	34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	adduct	Cer	Cer(34:2)	34:2	NA	NA	A
SEC14L1	pos	13	532.47726821063	532.4736	150000	I	adduct	9.41	9.4347314	8.93	9.58	Cer		d	32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	adduct	Cer	Cer(32:1)	32:1	NA	NA	A
SEC14L1	pos	14	488.449664906561	488.4463	110000	III.2	unknown	6.6	6.5876494	5.65	7.7	PUFA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PUFA	NA	PUFA	NA	NA	NA	NA	A
SEC14L1	pos	15	566.550702940905	566.5468	84000	I	Cer	12.25	12.210085	11.92	12.9	Cer		d	36.0	1.0	d	18.0	1.0		18.0	0.0		NaN	NaN	Cer	Cer	Cer	Cer(36:1)	36:1	Cer(18:0/18:1)	18:0/18:1	A
SEC14L1	pos	16	732.554346532128	732.5493	100000	I	PC	9.34	9.3451841	8.0	10.16	PC			32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(32:1)	32:1	NA	NA	A
SEC14L1	pos	17	524.51091333079	524.5073	78000	I	Cer	10.11	10.123714	9.41	11.09	Cer		d	33.0	1.0	d	17.0	1.0		16.0	0.0		NaN	NaN	Cer	Cer	Cer	Cer(33:1)	33:1	Cer(16:0/17:1)	16:0/17:1	A
SEC14L1	pos	18	588.53315437697	588.5291	73000	I	adduct	12.24	12.246809	11.96	12.47	Cer		d	36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	adduct	Cer	Cer(36:1)	36:1	NA	NA	A
SEC14L1	pos	19	266.232034059848	266.2302	70000	III.5	unknown	1.05	1.1189046	0.85	1.13	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L1	pos	20	484.4024370254	484.3991	52000	III.6	unknown	5.32	2.7022993	4.08	5.89	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L1	pos	21	508.479502891164	508.476	51000	I	Cer	8.32	8.3893993	7.8	9.71	Cer		d	32.0	2.0	d	18.0	2.0		14.0	0.0		NaN	NaN	Cer	Cer	Cer	Cer(32:2)	32:2	Cer(14:0/18:2)	14:0/18:2	A
SEC14L1	pos	22	404.278785057364	404.276	44000	III.5	unknown	3.12	3.1487882	1.37	3.2	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L1	pos	23	516.449257794427	516.4457	20000	III.6	unknown	9.73	3.8171203	9.1	9.92	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L1	pos	24	576.474771307341	576.4708	15000	III.6	unknown	10.85	8.4764132	10.49	11.05	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L1	pos	25	510.495016775943	510.4915	9600	II	Cer	11.74	9.4612229	11.42	12.21	Cer		d	32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	Cer	Cer	Cer(32:1)	32:1	NA	NA	A
SEC14L1	pos	26	518.462071660607	518.4585	5400	II	adduct	8.71	10.108243	8.23	8.93	Cer		d	31.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	adduct	Cer	Cer(31:1)	31:1	NA	NA	A
SEC14L1	pos	27	722.529777473347	722.5248	3900	IV	ambiguous	9.14	10.994512	8.71	9.45	PS		O	32.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	ambiguous	PS-O	PS-O(32:0)	32:0	NA	NA	A
SEC14L1	pos	27	722.529777473347	722.5248	3900	IV	ambiguous	9.14	10.994512	8.71	9.45	Cer		d	38.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	ambiguous	Cer	Cer(38:7)	38:7	NA	NA	A
SEC14L1	neg	0	390.891915074312	390.8875	1600000	III.6	unknown	21.62	23.370838	16.62	21.04	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L1	neg	1	753.853314677016	753.8448	1200000	III.6	unknown	7.9	17.362422	9.81	12.9	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L1	neg	2	582.509979375903	582.5034	620000	I	Cer	10.75	10.702973	10.39	10.94	Cer		d	34.0	1.0	d	18.0	1.0		16.0	0.0		NaN	NaN	Cer	Cer	Cer	Cer(34:1)	34:1	Cer(16:0/18:1)	16:0/18:1	A
SEC14L1	neg	3	960.79075200897	960.7799	430000	IV	ambiguous	11.25	NaN	5.93	15.86	HexCerOH		t	52.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(52:4)	52:4	NA	NA	A
SEC14L1	neg	3	960.79075200897	960.7799	430000	IV	ambiguous	11.25	NaN	5.93	15.86	PE		O	49.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(49:0)	49:0	NA	NA	A
SEC14L1	neg	3	960.79075200897	960.7799	430000	IV	ambiguous	11.25	NaN	5.93	15.86	PC		O	46.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(46:0)	46:0	NA	NA	A
SEC14L1	neg	4	696.486966731434	696.4791	71000	III.2	unknown	10.77	10.768921	10.48	10.94	PS	Lyso	O	28.0	0.0	O	28.0	0.0		NaN	NaN		NaN	NaN	LysoPS-O	NA	LysoPS-O	LysoPS-O(28:0)	28:0	LysoPS-O(28:0)	28:0	A
SEC14L1	neg	5	554.478762766887	554.4725	65000	I	Cer	9.39	9.4542175	9.01	9.56	Cer		d	32.0	1.0	d	18.0	1.0		14.0	0.0		NaN	NaN	Cer	Cer	Cer	Cer(32:1)	32:1	Cer(14:0/18:1)	14:0/18:1	A
SEC14L1	neg	6	580.494356609701	580.4878	58000	I	Cer	9.64	9.5979769	9.3	9.98	Cer		d	34.0	2.0	d	18.0	2.0		16.0	0.0		NaN	NaN	Cer	Cer	Cer	Cer(34:2)	34:2	Cer(16:0/18:2)	16:0/18:2	A
SEC14L1	neg	7	572.481066100607	572.4746	56000	III.2	unknown	10.77	10.790773	10.48	10.94	Cer		t	32.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(32:0)	32:0	NA	NA	A
SEC14L1	neg	8	650.496747277773	650.4894	32000	III.6	unknown	10.73	NaN	10.48	10.9	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	0	279.158302421898	279.1568	10000000	III.5	unknown	2.04	2.0460905	0.78	3.38	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	1	469.368126125659	469.3656	5800000	III.5	unknown	7.79	7.7896755	5.22	10.36	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	2	1277.37487479458	1277.368	5500000	III.5	unknown	18.63	18.609858	18.55	18.8	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	3	429.37231086934	429.37	4200000	I	VE	7.82	7.828092	7.54	7.94	VE			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	VE	VE	VE	NA	NA	NA	NA	A
SEC14L2	pos	3	429.37231086934	429.37	4200000	I	VE	7.82	7.828092	7.54	7.94	HQ			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	HQ	VE	VE	NA	NA	NA	NA	A
SEC14L2	pos	3	429.37231086934	429.37	4200000	I	VE	7.82	7.828092	7.54	7.94	SE			29.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	SE	VE	VE	VE(29:1)	29:1	NA	NA	A
SEC14L2	pos	4	492.444650322844	492.442	3400000	III.2	unknown	7.79	7.7878461	7.39	7.94	Cer		d	29.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(29:0)	29:0	NA	NA	A
SEC14L2	pos	5	915.744728511604	915.7398	2700000	III.2	unknown	7.8	7.7832629	7.54	7.93	TAG			57.0	9.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	NA	NA	TAG(57:9)	57:9	NA	NA	A
SEC14L2	pos	5	915.744728511604	915.7398	2700000	III.2	unknown	7.8	7.7832629	7.54	7.93	PC			44.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(44:2)	44:2	NA	NA	A
SEC14L2	pos	5	915.744728511604	915.7398	2700000	III.2	unknown	7.8	7.7832629	7.54	7.93	HexCer		d	49.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(49:7)	49:7	NA	NA	A
SEC14L2	pos	5	915.744728511604	915.7398	2700000	III.2	unknown	7.8	7.7832629	7.54	7.93	TAG			55.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	NA	NA	TAG(55:6)	55:6	NA	NA	A
SEC14L2	pos	6	803.543724649051	803.5394	2000000	III.5	unknown	6.16	6.1701573	5.88	6.26	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	7	906.607079333041	906.6022	920000	I	PI	10.81	10.777854	9.6	11.0	PI			38.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	PI	PI	PI(38:3)	38:3	NA	NA	A
SEC14L2	pos	8	469.367926124583	469.3654	890000	III.5	unknown	6.3	6.2884859	5.88	7.62	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	9	269.258449141174	269.257	880000	III.5	unknown	3.78	3.7821705	2.29	3.93	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	10	904.593868497998	904.589	800000	I	PI	9.83	9.8622982	8.75	10.14	PI			38.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	PI	PI	PI(38:4)	38:4	NA	NA	A
SEC14L2	pos	11	596.509110394754	596.5059	620000	III.2	unknown	6.0	6.0161753	5.59	6.52	Cer		d	39.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	NA	Cer(39:7)	39:7	NA	NA	A
SEC14L2	pos	11	596.509110394754	596.5059	620000	III.2	unknown	6.0	6.0161753	5.59	6.52	Cer		d	37.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	NA	Cer(37:4)	37:4	NA	NA	A
SEC14L2	pos	12	908.622290178847	908.6174	460000	I	PI	11.1	11.115617	10.61	11.6	PI			38.0	2.0		18.0	0.0		20.0	2.0		NaN	NaN	PI	PI	PI	PI(38:2)	38:2	PI(18:0/20:2)	18:0/20:2	A
SEC14L2	pos	13	448.391013227445	448.3886	440000	III.5	unknown	7.78	7.7955107	7.54	7.93	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	14	402.393565670515	402.3914	440000	III.5	unknown	6.16	6.1832199	5.74	6.39	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	15	880.591739319234	880.587	380000	I	PI	9.75	9.6727745	9.34	10.27	PI			36.0	2.0		18.0	1.0		18.0	1.0		NaN	NaN	PI	PI	PI	PI(36:2)	36:2	PI(18:1/18:1)	18:1/18:1	A
SEC14L2	pos	16	640.478047034297	640.4746	390000	III.2	unknown	5.84	5.9783634	5.47	6.43	CerP		d	36.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	CerP	NA	NA	CerP(36:4)	36:4	NA	NA	A
SEC14L2	pos	16	640.478047034297	640.4746	390000	III.2	unknown	5.84	5.9783634	5.47	6.43	HexCer		d	30.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(30:3)	30:3	NA	NA	A
SEC14L2	pos	16	640.478047034297	640.4746	390000	III.2	unknown	5.84	5.9783634	5.47	6.43	HexCer		d	28.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(28:0)	28:0	NA	NA	A
SEC14L2	pos	17	374.362114806058	374.3601	360000	III.5	unknown	6.17	6.1082083	5.88	6.39	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	18	550.511662837823	550.5087	330000	III.2	unknown	7.8	7.8631123	7.54	8.14	Cer		d	35.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(35:2)	35:2	NA	NA	A
SEC14L2	pos	19	506.44772568699	506.445	310000	III.2	unknown	5.91	5.9033243	5.64	6.13	Cer		d	32.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	NA	Cer(32:3)	32:3	NA	NA	A
SEC14L2	pos	19	506.44772568699	506.445	310000	III.2	unknown	5.91	5.9033243	5.64	6.13	Cer		d	30.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	NA	Cer(30:0)	30:0	NA	NA	A
SEC14L2	pos	20	253.263863058775	253.2625	290000	III.5	unknown	1.55	1.5315506	0.97	1.72	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	21	462.415088704613	462.4126	280000	III.5	unknown	5.98	5.9756276	5.72	6.2	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	22	485.34261209988	485.34	280000	III.2	unknown	7.79	7.8707642	7.5	7.97	PE		O	17.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	NA	NA	PE-O(17:0)	17:0	NA	NA	A
SEC14L2	pos	22	485.34261209988	485.34	280000	III.2	unknown	7.79	7.8707642	7.5	7.97	LysoPC	Lyso		14.0	0.0		14.0	0.0		NaN	NaN		NaN	NaN	LysoPC	NA	NA	LysoPC(14:0)	14:0	LysoPC(14:0)	14:0	A
SEC14L2	pos	22	485.34261209988	485.34	280000	III.2	unknown	7.79	7.8707642	7.5	7.97	LysoPE	Lyso		17.0	0.0		17.0	0.0		NaN	NaN		NaN	NaN	LysoPE	NA	NA	LysoPE(17:0)	17:0	LysoPE(17:0)	17:0	A
SEC14L2	pos	23	532.479465789061	532.4766	260000	III.2	unknown	7.8	7.8214857	7.54	7.93	Cer		d	34.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	NA	Cer(34:4)	34:4	NA	NA	A
SEC14L2	pos	23	532.479465789061	532.4766	260000	III.2	unknown	7.8	7.8214857	7.54	7.93	Cer		d	32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	NA	Cer(32:1)	32:1	NA	NA	A
SEC14L2	pos	24	508.442236421389	508.4395	260000	III.2	unknown	5.01	5.023741	4.33	5.31	Cer		t	29.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(29:0)	29:0	NA	NA	A
SEC14L2	pos	25	589.480272565752	589.4771	240000	I	adduct	12.38	12.249304	12.05	12.74	DAG			32.0	1.0		16.0	0.0		16.0	1.0		NaN	NaN	DAG	adduct	DAG	DAG(32:1)	32:1	DAG(16:0/16:1)	16:0/16:1	A
SEC14L2	pos	26	861.656637411064	861.652	230000	IV	ambiguous	6.14	NaN	5.84	6.35	PG			42.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PG	ambiguous	PG	PG(42:1)	42:1	NA	NA	A
SEC14L2	pos	26	861.656637411064	861.652	230000	IV	ambiguous	6.14	NaN	5.84	6.35	BMP			42.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	BMP	ambiguous	BMP	BMP(42:1)	42:1	NA	NA	A
SEC14L2	pos	26	861.656637411064	861.652	230000	IV	ambiguous	6.14	NaN	5.84	6.35	PC		O	42.0	8.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(42:8)	42:8	NA	NA	A
SEC14L2	pos	27	584.524345893098	584.5212	230000	I	DAG	12.37	12.257006	12.05	12.79	DAG			32.0	1.0		16.0	0.0		16.0	1.0		NaN	NaN	DAG	DAG	DAG	DAG(32:1)	32:1	DAG(16:0/16:1)	16:0/16:1	A
SEC14L2	pos	27	584.524345893098	584.5212	230000	I	DAG	12.37	12.257006	12.05	12.79	DAG			32.0	1.0		18.0	1.0		14.0	0.0		NaN	NaN	DAG	DAG	DAG	DAG(32:1)	32:1	DAG(14:0/18:1)	14:0/18:1	A
SEC14L2	pos	28	684.561184288465	684.5575	270000	III.2	unknown	5.76	5.9592427	4.88	6.39	DAG			40.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	DAG	DAG(40:7)	40:7	NA	NA	A
SEC14L2	pos	29	882.605750158582	882.601	210000	I	PI	10.89	10.924703	10.57	11.09	PI			36.0	1.0		18.0	1.0		18.0	0.0		NaN	NaN	PI	PI	PI	PI(36:1)	36:1	PI(18:0/18:1)	18:0/18:1	A
SEC14L2	pos	30	902.577357645195	902.5725	190000	I	PI	8.83	8.8149933	8.36	9.26	PI			38.0	5.0		18.0	1.0		20.0	4.0		NaN	NaN	PI	PI	PI	PI(38:5)	38:5	PI(18:1/20:4)	18:1/20:4	A
SEC14L2	pos	31	448.390913226907	448.3885	190000	III.5	unknown	6.3	6.3146902	5.84	6.39	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	32	610.485185613586	610.4819	200000		DAG	12.6	12.503684	12.26	13.01	DAG			34.0	2.0		18.0	1.0		16.0	1.0		NaN	NaN	DAG	DAG	DAG	DAG(34:2)	34:2	DAG(16:1/18:1)	16:1/18:1	A
SEC14L2	pos	33	524.437922509708	524.4351	170000	III.5	unknown	5.67	5.6804113	5.18	5.95	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	34	327.270761361758	327.269	160000	III.6	unknown	5.48	NaN	4.37	5.74	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	35	930.61000851611	930.605	150000	IV	ambiguous	10.0	NaN	9.34	10.48	HexDAG			34.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	HexDAG	ambiguous	HexDAG	HexDAG(34:4)	34:4	NA	NA	A
SEC14L2	pos	35	930.61000851611	930.605	150000	IV	ambiguous	10.0	NaN	9.34	10.48	PGP			40.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PGP	ambiguous	PGP	PGP(40:1)	40:1	NA	NA	A
SEC14L2	pos	35	930.61000851611	930.605	150000	IV	ambiguous	10.0	NaN	9.34	10.48	PI			40.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	ambiguous	PI	PI(40:5)	40:5	NA	NA	A
SEC14L2	pos	35	930.61000851611	930.605	150000	IV	ambiguous	10.0	NaN	9.34	10.48	PS			45.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	ambiguous	PS	PS(45:5)	45:5	NA	NA	A
SEC14L2	pos	36	297.289100001325	297.2875	150000	III.6	unknown	5.11	NaN	4.48	5.2	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	37	835.240895242305	835.2364	140000	IV	ambiguous	8.56	15.083556	6.22	10.89	PI			23.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	ambiguous	PI	PI(23:5)	23:5	NA	NA	A
SEC14L2	pos	37	835.240895242305	835.2364	140000	IV	ambiguous	8.56	15.083556	6.22	10.89	PI			21.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	ambiguous	PI	PI(21:2)	21:2	NA	NA	A
SEC14L2	pos	38	467.352215276085	467.3497	140000	III.5	unknown	7.03	7.0534954	6.76	7.16	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	39	508.442636423542	508.4399	130000	III.2	unknown	6.34	6.3638691	6.06	6.47	Cer		t	29.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(29:0)	29:0	NA	NA	A
SEC14L2	pos	40	577.516608177657	577.5135	130000	III.2	unknown	14.73	14.731889	14.61	15.03	DAG-O		O	34.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA	DAG-O(34:3)	34:3	NA	NA	A
SEC14L2	pos	40	577.516608177657	577.5135	130000	III.2	unknown	14.73	14.731889	14.61	15.03	DAG-O		O	32.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA	DAG-O(32:0)	32:0	NA	NA	A
SEC14L2	pos	41	446.41960261737	446.4172	120000	III.5	unknown	6.09	6.1057167	5.8	6.27	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
SEC14L2	pos	42	522.479811971214	522.477	110000	III.2	unknown	6.95	6.9821689	6.51	7.07	Cer		d	33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(33:2)	33:2	NA	NA	A
SEC14L2	pos	43	612.500196458316	612.4969	89000	II	Cer	12.27	13.713203	12.05	12.68	Cer		t	37.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	Cer	Cer	Cer(37:4)	37:4	NA	NA	A
SEC14L2	pos	44	638.514036464049	638.5106	88000	IV	ambiguous	12.45	8.6587604	12.26	12.98	SM		d	28.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	ambiguous	SM	SM(28:0)	28:0	NA	NA	A
SEC14L2	pos	44	638.514036464049	638.5106	88000	IV	ambiguous	12.45	8.6587604	12.26	12.98	Cer		d	31.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	ambiguous	Cer	Cer(31:0)	31:0	NA	NA	A
SEC14L2	pos	44	638.514036464049	638.5106	88000	IV	ambiguous	12.45	8.6587604	12.26	12.98	PA		O	31.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	ambiguous	PA-O	PA-O(31:0)	31:0	NA	NA	A
SEC14L2	pos	44	638.514036464049	638.5106	88000	IV	ambiguous	12.45	8.6587604	12.26	12.98	Cer		t	39.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	ambiguous	Cer	Cer(39:5)	39:5	NA	NA	A
SEC14L2	pos	45	854.575799302198	854.5712	68000	IV	ambiguous	9.58	2.6606073	9.21	9.77	PC			42.0	10.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(42:10)	42:10	NA	NA	A
